AUB00XX;DSCN7358.JPG;C:/Users/Florian/Desktop/1004;04/12/2012 09:11:40
AUB00XX;DSCN7359.JPG;C:/Users/Florian/Desktop/1004;04/12/2012 09:12:02
AUB00XX;DSCN7360.JPG;C:/Users/Florian/Desktop/1004;04/12/2012 09:13:14
AUB00XX;DSCN7361.JPG;C:/Users/Florian/Desktop/1004;04/12/2012 09:15:45
AUB00XX;DSCN7362.JPG;C:/Users/Florian/Desktop/1004;04/12/2012 09:16:12
AUB00XX;DSCN7363.JPG;C:/Users/Florian/Desktop/1004;04/12/2012 09:20:57
AUB00XX;DSCN7364.JPG;C:/Users/Florian/Desktop/1004;04/12/2012 09:21:30
AUB00XX;DSCN7365.JPG;C:/Users/Florian/Desktop/1004;04/12/2012 09:23:06
AUB00XX;DSCN7366.JPG;C:/Users/Florian/Desktop/1004;04/12/2012 09:23:11
AUB00XX;DSCN7367.JPG;C:/Users/Florian/Desktop/1004;04/12/2012 09:25:00
AUB00XX;DSCN7368.JPG;C:/Users/Florian/Desktop/1004;04/12/2012 09:34:14
AUB00XX;DSCN7369.JPG;C:/Users/Florian/Desktop/1004;04/12/2012 09:34:19
AUB00XX;DSCN7370.JPG;C:/Users/Florian/Desktop/1004;04/12/2012 09:34:23
AUB00XX;DSCN7371.JPG;C:/Users/Florian/Desktop/1004;04/12/2012 09:38:39
AUB00XX;DSCN7372.JPG;C:/Users/Florian/Desktop/1004;04/12/2012 09:41:54
AUB00XX;DSCN7373.JPG;C:/Users/Florian/Desktop/1004;04/12/2012 09:41:58